MTFCC,OID,GEOID,STATE,COUNTY,TRACT,BLKGRP,BLOCK,BASENAME,NAME,LSADC,FUNCSTAT,POP100,HU100,AREALAND,AREAWATER,UR,CENTLAT,CENTLON,INTPTLAT,INTPTLON
G5040,2.10404E+14,110010095051000,11,1,9505,1,1000,1000,Block 1000,BK,S,,,5059,,U,38.9652031,-77.0022837,38.9652031,-77.0022837
G5040,2.10404E+14,110010095051001,11,1,9505,1,1001,1001,Block 1001,BK,S,14,6,8570,,U,38.9642808,-77.0031504,38.9642808,-77.0031504
G5040,2.10404E+14,110010095051002,11,1,9505,1,1002,1002,Block 1002,BK,S,17,9,9359,,U,38.964632,-77.001933,38.964632,-77.001933
G5040,2.10404E+14,110010095051003,11,1,9505,1,1003,1003,Block 1003,BK,S,71,27,13639,,U,38.9640473,-77.0015574,38.9640473,-77.0015574
G5040,2.10404E+14,110010095051004,11,1,9505,1,1004,1004,Block 1004,BK,S,136,66,34806,,U,38.9632059,-77.0010632,38.9632059,-77.0010632
G5040,2.10404E+14,110010095051005,11,1,9505,1,1005,1005,Block 1005,BK,S,41,19,16005,,U,38.9631858,-77.0035563,38.9631858,-77.0035563
G5040,2.10404E+14,110010095051006,11,1,9505,1,1006,1006,Block 1006,BK,S,50,22,14541,,U,38.9623395,-77.0038716,38.9623395,-77.0038716
G5040,2.10404E+14,110010095051007,11,1,9505,1,1007,1007,Block 1007,BK,S,138,70,24263,,U,38.962351,-77.0009302,38.962351,-77.0009302
G5040,2.10404E+14,110010095051008,11,1,9505,1,1008,1008,Block 1008,BK,S,176,69,26142,,U,38.9616372,-77.000933,38.9616372,-77.000933
G5040,2.10404E+14,110010095051009,11,1,9505,1,1009,1009,Block 1009,BK,S,36,19,19555,,U,38.9616253,-77.0041378,38.9616253,-77.0041378
G5040,2.10404E+14,110010095052000,11,1,9505,2,2000,2000,Block 2000,BK,S,106,43,28527,,U,38.9691506,-77.0077015,38.9691506,-77.0077015
G5040,2.10404E+14,110010095052001,11,1,9505,2,2001,2001,Block 2001,BK,S,51,23,14566,,U,38.967734,-77.0058875,38.967734,-77.0058875
G5040,2.10404E+14,110010095052002,11,1,9505,2,2002,2002,Block 2002,BK,S,20,11,18605,,U,38.9677777,-77.0079429,38.9677777,-77.0079429
G5040,2.10404E+14,110010095052003,11,1,9505,2,2003,2003,Block 2003,BK,S,48,19,11265,,U,38.9685939,-77.0083364,38.9685939,-77.0083364
G5040,2.10404E+14,110010095052004,11,1,9505,2,2004,2004,Block 2004,BK,S,52,30,15069,,U,38.966911,-77.0081854,38.966911,-77.0081854
G5040,2.10404E+14,110010095052005,11,1,9505,2,2005,2005,Block 2005,BK,S,105,43,29452,,U,38.9668284,-77.0056661,38.9668284,-77.0056661
G5040,2.10404E+14,110010095052006,11,1,9505,2,2006,2006,Block 2006,BK,S,,,12052,,U,38.9658062,-77.0086008,38.9658062,-77.0086008
G5040,2.10404E+14,110010095052007,11,1,9505,2,2007,2007,Block 2007,BK,S,99,51,32585,,U,38.9659712,-77.006139,38.9659712,-77.006139
G5040,2.10404E+14,110010095052008,11,1,9505,2,2008,2008,Block 2008,BK,S,44,15,15110,,U,38.9657613,-77.0034888,38.9657613,-77.0034888
G5040,2.10404E+14,110010095052009,11,1,9505,2,2009,2009,Block 2009,BK,S,5,1,269,,U,38.9664456,-77.003539,38.9664456,-77.003539
G5040,2.10404E+14,110010095052010,11,1,9505,2,2010,2010,Block 2010,BK,S,33,15,65733,,U,38.9640414,-77.0050208,38.9640414,-77.0050208
G5040,2.10404E+14,110010095052011,11,1,9505,2,2011,2011,Block 2011,BK,S,105,45,30672,,U,38.9645593,-77.0066335,38.9645593,-77.0066335
G5040,2.10404E+14,110010095052012,11,1,9505,2,2012,2012,Block 2012,BK,S,66,51,17853,,U,38.9649033,-77.0079342,38.9649033,-77.0079342
G5040,2.10404E+14,110010095052013,11,1,9505,2,2013,2013,Block 2013,BK,S,,,27561,,U,38.9634633,-77.0082383,38.9634633,-77.0082383
G5040,2.10404E+14,110010095052014,11,1,9505,2,2014,2014,Block 2014,BK,S,,,49377,,U,38.9622538,-77.0091908,38.9622538,-77.0091908
G5040,2.10404E+14,110010095052015,11,1,9505,2,2015,2015,Block 2015,BK,S,1,2,5944,,U,38.9623899,-77.0054051,38.9623899,-77.0054051
G5040,2.10404E+14,110010095052016,11,1,9505,2,2016,2016,Block 2016,BK,S,21,6,25706,,U,38.9619006,-77.0064792,38.9619006,-77.0064792
G5040,2.10404E+14,110010095052017,11,1,9505,2,2017,2017,Block 2017,BK,S,15,6,46542,,U,38.9606004,-77.0078492,38.9606004,-77.0078492
G5040,2.10404E+14,110010095052018,11,1,9505,2,2018,2018,Block 2018,BK,S,35,18,13437,,U,38.9592475,-77.0080921,38.9592475,-77.0080921
G5040,2.10404E+14,110010095052019,11,1,9505,2,2019,2019,Block 2019,BK,S,,,1698,,U,38.9589698,-77.0088863,38.9589698,-77.0088863
G5040,2.10404E+14,110010095052020,11,1,9505,2,2020,2020,Block 2020,BK,S,12,3,3803,,U,38.9584429,-77.0081827,38.9584429,-77.0081827
G5040,2.10404E+14,110010095052021,11,1,9505,2,2021,2021,Block 2021,BK,S,13,8,6351,,U,38.9581593,-77.0087324,38.9581593,-77.0087324
G5040,2.10404E+14,110010095052022,11,1,9505,2,2022,2022,Block 2022,BK,S,,,2319,,U,38.9573933,-77.0088468,38.9573933,-77.0088468
G5040,2.10404E+14,110010095053000,11,1,9505,3,3000,3000,Block 3000,BK,S,,,612,,U,38.9628644,-76.9990163,38.9628644,-76.9990163
G5040,2.10404E+14,110010095053001,11,1,9505,3,3001,3001,Block 3001,BK,S,48,15,6389,,U,38.9623225,-76.9986184,38.9623225,-76.9986184
G5040,2.10404E+14,110010095053002,11,1,9505,3,3002,3002,Block 3002,BK,S,77,31,10452,,U,38.9616637,-76.998335,38.9616637,-76.998335
G5040,2.10404E+14,110010095053003,11,1,9505,3,3003,3003,Block 3003,BK,S,2,1,1279,,U,38.9611523,-76.9988391,38.9611523,-76.9988391
G5040,2.10404E+14,110010095053004,11,1,9505,3,3004,3004,Block 3004,BK,S,114,45,15216,,U,38.9608293,-77.0001389,38.9608293,-77.0001389
G5040,2.10404E+14,110010095053005,11,1,9505,3,3005,3005,Block 3005,BK,S,93,35,12495,,U,38.9608953,-77.0018932,38.9608953,-77.0018932
G5040,2.10404E+14,110010095053006,11,1,9505,3,3006,3006,Block 3006,BK,S,85,40,15334,,U,38.9599708,-77.002096,38.9599708,-77.002096
G5040,2.10404E+14,110010095053007,11,1,9505,3,3007,3007,Block 3007,BK,S,82,29,12321,,U,38.9601193,-77.0036371,38.9601193,-77.0036371
G5040,2.10404E+14,110010095053008,11,1,9505,3,3008,3008,Block 3008,BK,S,174,109,86759,,U,38.9589763,-77.0042109,38.9589763,-77.0042109
G5040,2.10404E+14,110010095053009,11,1,9505,3,3009,3009,Block 3009,BK,S,75,48,12574,,U,38.9592009,-77.0033766,38.9592009,-77.0033766
G5040,2.10404E+14,110010095053010,11,1,9505,3,3010,3010,Block 3010,BK,S,14,5,31473,,U,38.9589498,-77.0058475,38.9589498,-77.0058475
G5040,2.10404E+14,110010095053011,11,1,9505,3,3011,3011,Block 3011,BK,S,21,7,7296,,U,38.9590479,-77.0069059,38.9590479,-77.0069059
G5040,2.10404E+14,110010095053012,11,1,9505,3,3012,3012,Block 3012,BK,S,59,22,18068,,U,38.9581599,-77.0071595,38.9581599,-77.0071595
G5040,2.10404E+14,110010095053013,11,1,9505,3,3013,3013,Block 3013,BK,S,,,30283,,U,38.9582036,-77.0022909,38.9582036,-77.0022909
G5040,2.10404E+14,110010095053014,11,1,9505,3,3014,3014,Block 3014,BK,S,94,46,15850,,U,38.959665,-77.0010596,38.959665,-77.0010596
G5040,2.10404E+14,110010095053015,11,1,9505,3,3015,3015,Block 3015,BK,S,13,3,21735,,U,38.9571467,-77.0052775,38.9571467,-77.0052775
G5040,2.10404E+14,110010095053016,11,1,9505,3,3016,3016,Block 3016,BK,S,35,21,16841,,U,38.9571494,-77.0070947,38.9571494,-77.0070947
G5040,2.10404E+14,110010095053017,11,1,9505,3,3017,3017,Block 3017,BK,S,29,13,9439,,U,38.9570095,-77.0083729,38.9570095,-77.0083729
G5040,2.10404E+14,110010095053018,11,1,9505,3,3018,3018,Block 3018,BK,S,,,328,,U,38.9577387,-77.0082998,38.9577387,-77.0082998
G5040,2.10404E+14,110010095053019,11,1,9505,3,3019,3019,Block 3019,BK,S,32,19,15181,,U,38.9559649,-77.0068956,38.9559649,-77.0068956
G5040,2.10404E+14,110010095053020,11,1,9505,3,3020,3020,Block 3020,BK,S,14,6,21021,,U,38.9560918,-77.0052068,38.9560918,-77.0052068
G5040,2.10404E+14,110010095053021,11,1,9505,3,3021,3021,Block 3021,BK,S,26,8,12028,,U,38.9553253,-77.0082664,38.9553253,-77.0082664
G5040,2.10404E+14,110010095053022,11,1,9505,3,3022,3022,Block 3022,BK,S,33,17,12819,,U,38.9561321,-77.0082927,38.9561321,-77.0082927
G5040,2.10404E+14,110010095071000,11,1,9507,1,1000,1000,Block 1000,BK,S,237,100,39400,,U,38.9601993,-76.9962694,38.9601993,-76.9962694
G5040,2.10404E+14,110010095071001,11,1,9507,1,1001,1001,Block 1001,BK,S,341,120,43391,,U,38.9595425,-76.9970122,38.9595425,-76.9970122
G5040,2.10404E+14,110010095071002,11,1,9507,1,1002,1002,Block 1002,BK,S,,,31637,,U,38.9596547,-76.9991216,38.9596547,-76.9991216
G5040,2.10404E+14,110010095071003,11,1,9507,1,1003,1003,Block 1003,BK,S,194,90,37009,,U,38.9581797,-76.9992724,38.9581797,-76.9992724
G5040,2.10404E+14,110010095071004,11,1,9507,1,1004,1004,Block 1004,BK,S,111,49,18418,,U,38.9584869,-76.9975272,38.9584869,-76.9975272
G5040,2.10404E+14,110010095071005,11,1,9507,1,1005,1005,Block 1005,BK,S,137,63,23685,,U,38.9576769,-76.9961404,38.9576769,-76.9961404
G5040,2.10404E+14,110010095071006,11,1,9507,1,1006,1006,Block 1006,BK,S,138,51,21949,,U,38.9577388,-76.993598,38.9577388,-76.993598
G5040,2.10404E+14,110010095071007,11,1,9507,1,1007,1007,Block 1007,BK,S,136,40,12971,,U,38.9585291,-76.9938454,38.9585291,-76.9938454
G5040,2.10404E+14,110010095071008,11,1,9507,1,1008,1008,Block 1008,BK,S,68,30,11652,,U,38.9571733,-76.9994558,38.9571733,-76.9994558
G5040,2.10404E+14,110010095071009,11,1,9507,1,1009,1009,Block 1009,BK,S,99,53,46110,,U,38.9570002,-77.0008928,38.9570002,-77.0008928
G5040,2.10404E+14,110010095071010,11,1,9507,1,1010,1010,Block 1010,BK,S,28,11,9068,,U,38.9565357,-76.9997666,38.9565357,-76.9997666
G5040,2.10404E+14,110010095081000,11,1,9508,1,1000,1000,Block 1000,BK,S,,,33501,,U,38.9556362,-77.0021224,38.9556362,-77.0021224
G5040,2.10404E+14,110010095081001,11,1,9508,1,1001,1001,Block 1001,BK,S,,,980,,U,38.9561838,-77.0030109,38.9563357,-77.0027198
G5040,2.10404E+14,110010095081002,11,1,9508,1,1002,1002,Block 1002,BK,S,2,1,25583,,U,38.9545466,-77.0038928,38.9545466,-77.0038928
G5040,2.10404E+14,110010095081003,11,1,9508,1,1003,1003,Block 1003,BK,S,188,122,28549,,U,38.9539391,-77.0024845,38.9539391,-77.0024845
G5040,2.10404E+14,110010095081004,11,1,9508,1,1004,1004,Block 1004,BK,S,293,190,25442,,U,38.9539561,-77.0010949,38.9539561,-77.0010949
G5040,2.10404E+14,110010095081005,11,1,9508,1,1005,1005,Block 1005,BK,S,79,62,20968,,U,38.9544078,-76.9999608,38.9544078,-76.9999608
G5040,2.10404E+14,110010095081006,11,1,9508,1,1006,1006,Block 1006,BK,S,,,11896,,U,38.9531558,-77.0035542,38.9531558,-77.0035542
G5040,2.10404E+14,110010095081007,11,1,9508,1,1007,1007,Block 1007,BK,S,,,191632,,U,38.9522276,-77.0045627,38.9522276,-77.0045627
G5040,2.10404E+14,110010095081008,11,1,9508,1,1008,1008,Block 1008,BK,S,332,191,23159,,U,38.9542545,-77.0082037,38.9542545,-77.0082037
G5040,2.10404E+14,110010095081009,11,1,9508,1,1009,1009,Block 1009,BK,S,79,40,12508,,U,38.9529415,-77.0084252,38.9529415,-77.0084252
G5040,2.10404E+14,110010095081010,11,1,9508,1,1010,1010,Block 1010,BK,S,,,493,,U,38.9471421,-77.0004722,38.9471421,-77.0004722
G5040,2.10404E+14,110010095081011,11,1,9508,1,1011,1011,Block 1011,BK,S,92,88,16370,,U,38.952883,-77.0003586,38.952883,-77.0003586
G5040,2.10404E+14,110010095081012,11,1,9508,1,1012,1012,Block 1012,BK,S,5,1,59841,,U,38.952044,-76.9999016,38.952044,-76.9999016
G5040,2.10404E+14,110010095082000,11,1,9508,2,2000,2000,Block 2000,BK,S,66,39,27595,,U,38.9567491,-76.992683,38.9567491,-76.992683
G5040,2.10404E+14,110010095082001,11,1,9508,2,2001,2001,Block 2001,BK,S,242,102,34873,,U,38.9568082,-76.9961961,38.9568082,-76.9961961
G5040,2.10404E+14,110010095082002,11,1,9508,2,2002,2002,Block 2002,BK,S,34,15,10166,,U,38.9560845,-76.9912049,38.9560845,-76.9912049
G5040,2.10404E+14,110010095082003,11,1,9508,2,2003,2003,Block 2003,BK,S,26,15,8554,,U,38.9556295,-76.9901632,38.9556295,-76.9901632
G5040,2.10404E+14,110010095082004,11,1,9508,2,2004,2004,Block 2004,BK,S,80,28,12640,,U,38.9550894,-76.9909359,38.9550894,-76.9909359
G5040,2.10404E+14,110010095082005,11,1,9508,2,2005,2005,Block 2005,BK,S,435,195,72133,,U,38.9550564,-76.9955258,38.9550564,-76.9955258
G5040,2.10404E+14,110010095082006,11,1,9508,2,2006,2006,Block 2006,BK,S,361,136,46843,,U,38.9559133,-76.9947925,38.9559133,-76.9947925
G5040,2.10404E+14,110010095082007,11,1,9508,2,2007,2007,Block 2007,BK,S,82,40,17882,,U,38.9543166,-76.9975567,38.9543166,-76.9975567
G5040,2.10404E+14,110010095082008,11,1,9508,2,2008,2008,Block 2008,BK,S,66,35,19136,,U,38.9557404,-76.9990323,38.9557404,-76.9990323
G5040,2.10404E+14,110010095083000,11,1,9508,3,3000,3000,Block 3000,BK,S,300,147,27537,,U,38.9543153,-76.9889619,38.9543153,-76.9889619
G5040,2.10404E+14,110010095083001,11,1,9508,3,3001,3001,Block 3001,BK,S,97,40,20358,,U,38.9540558,-76.9904844,38.9540558,-76.9904844
G5040,2.10404E+14,110010095083002,11,1,9508,3,3002,3002,Block 3002,BK,S,119,52,25273,,U,38.9540562,-76.9929224,38.9540562,-76.9929224
G5040,2.10404E+14,110010095083003,11,1,9508,3,3003,3003,Block 3003,BK,S,82,38,16267,,U,38.9538713,-76.994705,38.9538713,-76.994705
G5040,2.10404E+14,110010095083004,11,1,9508,3,3004,3004,Block 3004,BK,S,50,20,34704,,U,38.9534456,-76.9962911,38.9534456,-76.9962911
G5040,2.10404E+14,110010095083005,11,1,9508,3,3005,3005,Block 3005,BK,S,5,48,19973,,U,38.9531764,-76.998372,38.9531764,-76.998372
G5040,2.10404E+14,110010095083006,11,1,9508,3,3006,3006,Block 3006,BK,S,99,50,15354,,U,38.9533075,-76.9872203,38.9533075,-76.9872203
G5040,2.10404E+14,110010095083007,11,1,9508,3,3007,3007,Block 3007,BK,S,76,47,72984,,U,38.9528661,-76.9923073,38.9528661,-76.9923073
G5040,2.10404E+14,110010095091000,11,1,9509,1,1000,1000,Block 1000,BK,S,136,56,21668,,U,38.9513608,-76.9900263,38.9513608,-76.9900263
G5040,2.10404E+14,110010095091001,11,1,9509,1,1001,1001,Block 1001,BK,S,123,56,23391,,U,38.9513361,-76.9911222,38.9513361,-76.9911222
G5040,2.10404E+14,110010095091002,11,1,9509,1,1002,1002,Block 1002,BK,S,133,56,23205,,U,38.9513316,-76.9922551,38.9513316,-76.9922551
G5040,2.10404E+14,110010095091003,11,1,9509,1,1003,1003,Block 1003,BK,S,162,68,25465,,U,38.9512232,-76.9934094,38.9512232,-76.9934094
G5040,2.10404E+14,110010095091004,11,1,9509,1,1004,1004,Block 1004,BK,S,111,45,17845,,U,38.9516664,-76.9946692,38.9516664,-76.9946692
G5040,2.10404E+14,110010095091005,11,1,9509,1,1005,1005,Block 1005,BK,S,181,77,29674,,U,38.9487903,-76.9899743,38.9487903,-76.9899743
G5040,2.10404E+14,110010095091006,11,1,9509,1,1006,1006,Block 1006,BK,S,139,52,20676,,U,38.9493129,-76.9911016,38.9493129,-76.9911016
G5040,2.10404E+14,110010095091007,11,1,9509,1,1007,1007,Block 1007,BK,S,55,16,13862,,U,38.9496988,-76.9922682,38.9496988,-76.9922682
G5040,2.10404E+14,110010095091008,11,1,9509,1,1008,1008,Block 1008,BK,S,,,1535,,U,38.9471108,-76.9893148,38.9471108,-76.9893148
G5040,2.10404E+14,110010095091009,11,1,9509,1,1009,1009,Block 1009,BK,S,,,1083,,U,38.9481302,-76.9907467,38.9481302,-76.9907467
G5040,2.10404E+14,110010095092000,11,1,9509,2,2000,2000,Block 2000,BK,S,64,32,15778,,U,38.9499107,-76.9942821,38.9499107,-76.9942821
G5040,2.10404E+14,110010095092001,11,1,9509,2,2001,2001,Block 2001,BK,S,68,26,35873,,U,38.9488362,-76.9933319,38.9488362,-76.9933319
G5040,2.10404E+14,110010095092002,11,1,9509,2,2002,2002,Block 2002,BK,S,42,24,8340,,U,38.9487717,-76.9953908,38.9487717,-76.9953908
G5040,2.10404E+14,110010095092003,11,1,9509,2,2003,2003,Block 2003,BK,S,45,22,7185,,U,38.9491281,-76.9964262,38.9491281,-76.9964262
G5040,2.10404E+14,110010095092004,11,1,9509,2,2004,2004,Block 2004,BK,S,49,22,7241,,U,38.9485226,-76.9964284,38.9485226,-76.9964284
G5040,2.10404E+14,110010095092005,11,1,9509,2,2005,2005,Block 2005,BK,S,119,52,19061,,U,38.9477619,-76.9959911,38.9477619,-76.9959911
G5040,2.10404E+14,110010095092006,11,1,9509,2,2006,2006,Block 2006,BK,S,100,45,21725,,U,38.9477753,-76.9937991,38.9477753,-76.9937991
G5040,2.10404E+14,110010095092007,11,1,9509,2,2007,2007,Block 2007,BK,S,73,42,19816,,U,38.9477371,-76.9915627,38.9477371,-76.9915627
G5040,2.10404E+14,110010095092008,11,1,9509,2,2008,2008,Block 2008,BK,S,,,776,,U,38.9473971,-76.9900783,38.9473971,-76.9900783
G5040,2.10404E+14,110010095092009,11,1,9509,2,2009,2009,Block 2009,BK,S,73,26,10338,,U,38.9467086,-76.9896775,38.9467086,-76.9896775
G5040,2.10404E+14,110010095092010,11,1,9509,2,2010,2010,Block 2010,BK,S,135,69,23449,,U,38.9467805,-76.9914392,38.9467805,-76.9914392
G5040,2.10404E+14,110010095092011,11,1,9509,2,2011,2011,Block 2011,BK,S,122,54,22578,,U,38.9467813,-76.9937994,38.9467813,-76.9937994
G5040,2.10404E+14,110010095092012,11,1,9509,2,2012,2012,Block 2012,BK,S,111,48,20503,,U,38.9467793,-76.9960026,38.9467793,-76.9960026
G5040,2.10404E+14,110010095093000,11,1,9509,3,3000,3000,Block 3000,BK,S,91,47,14164,,U,38.9515823,-76.9967939,38.9515823,-76.9967939
G5040,2.10404E+14,110010095093001,11,1,9509,3,3001,3001,Block 3001,BK,S,53,33,119378,,U,38.9495362,-76.9998258,38.9495362,-76.9998258
G5040,2.10404E+14,110010095093002,11,1,9509,3,3002,3002,Block 3002,BK,S,129,65,17819,,U,38.951004,-76.9965079,38.951004,-76.9965079
G5040,2.10404E+14,110010095093003,11,1,9509,3,3003,3003,Block 3003,BK,S,157,80,22037,,U,38.9504276,-76.9961825,38.9504276,-76.9961825
G5040,2.10404E+14,110010095093004,11,1,9509,3,3004,3004,Block 3004,BK,S,445,197,79545,,U,38.9484118,-76.9976702,38.9484118,-76.9976702
G5040,2.10404E+14,110010095093005,11,1,9509,3,3005,3005,Block 3005,BK,S,24,10,4838,,U,38.9472372,-76.9980783,38.9472372,-76.9980783
G5040,2.10404E+14,110010096011000,11,1,9601,1,1000,1000,Block 1000,BK,S,,,,2200,U,38.9182828,-76.9419423,38.9182828,-76.9419423
G5040,2.10404E+14,110010096011001,11,1,9601,1,1001,1001,Block 1001,BK,S,,,,6173,U,38.9175835,-76.9425947,38.9175835,-76.9425947
G5040,2.10404E+14,110010096011002,11,1,9601,1,1002,1002,Block 1002,BK,S,,,21378,,U,38.9173439,-76.9414038,38.9173439,-76.9414038
G5040,2.10404E+14,110010096011003,11,1,9601,1,1003,1003,Block 1003,BK,S,,,236,,U,38.9181742,-76.9415173,38.9181742,-76.9415173
G5040,2.10404E+14,110010096011004,11,1,9601,1,1004,1004,Block 1004,BK,S,,,,76250,U,38.9122827,-76.9517734,38.9066,-76.9575021
G5040,2.10404E+14,110010096011005,11,1,9601,1,1005,1005,Block 1005,BK,S,,,113406,,U,38.9153264,-76.9445973,38.9153264,-76.9445973
G5040,2.10404E+14,110010096011006,11,1,9601,1,1006,1006,Block 1006,BK,S,348,107,335378,967,U,38.9134667,-76.9406071,38.9136235,-76.9413698
G5040,2.10404E+14,110010096011007,11,1,9601,1,1007,1007,Block 1007,BK,S,,,737,,U,38.9112039,-76.9415424,38.9112039,-76.9415424
G5040,2.10404E+14,110010096011008,11,1,9601,1,1008,1008,Block 1008,BK,S,234,83,27911,,U,38.9121821,-76.9381669,38.9121821,-76.9381669
G5040,2.10404E+14,110010096011009,11,1,9601,1,1009,1009,Block 1009,BK,S,52,17,34711,780,U,38.9102642,-76.9394855,38.9102646,-76.9394529
G5040,2.10404E+14,110010096011010,11,1,9601,1,1010,1010,Block 1010,BK,S,367,113,45643,,U,38.9112885,-76.939242,38.9112885,-76.939242
G5040,2.10404E+14,110010096011011,11,1,9601,1,1011,1011,Block 1011,BK,S,324,82,17036,,U,38.9107547,-76.9369305,38.9107547,-76.9369305
G5040,2.10404E+14,110010096011012,11,1,9601,1,1012,1012,Block 1012,BK,S,201,64,13040,,U,38.909248,-76.936957,38.909248,-76.936957
G5040,2.10404E+14,110010096011013,11,1,9601,1,1013,1013,Block 1013,BK,S,27,5,10759,,U,38.9109047,-76.9361106,38.9109047,-76.9361106
G5040,2.10404E+14,110010096011014,11,1,9601,1,1014,1014,Block 1014,BK,S,16,6,10451,,U,38.9080314,-76.938633,38.9080314,-76.938633
G5040,2.10404E+14,110010096011015,11,1,9601,1,1015,1015,Block 1015,BK,S,53,20,32994,,U,38.9091423,-76.9388749,38.9091423,-76.9388749
G5040,2.10404E+14,110010096011016,11,1,9601,1,1016,1016,Block 1016,BK,S,43,18,10274,,U,38.9099543,-76.9411769,38.9099543,-76.9411769
G5040,2.10404E+14,110010096011017,11,1,9601,1,1017,1017,Block 1017,BK,S,,,721619,,U,38.90913,-76.9490606,38.90913,-76.9490606
G5040,2.10404E+14,110010096011018,11,1,9601,1,1018,1018,Block 1018,BK,S,87,37,26878,,U,38.9051457,-76.9448387,38.9051457,-76.9448387
G5040,2.10404E+14,110010096011019,11,1,9601,1,1019,1019,Block 1019,BK,S,75,31,27882,,U,38.9061146,-76.9448549,38.9061146,-76.9448549
G5040,2.10404E+14,110010096011020,11,1,9601,1,1020,1020,Block 1020,BK,S,,,3847,,U,38.9033737,-76.9447624,38.9033737,-76.9447624
G5040,2.10404E+14,110010096011021,11,1,9601,1,1021,1021,Block 1021,BK,S,29,13,11086,,U,38.9067649,-76.9425724,38.9067649,-76.9425724
G5040,2.10404E+14,110010096011022,11,1,9601,1,1022,1022,Block 1022,BK,S,42,18,19380,,U,38.9042077,-76.9444917,38.9042077,-76.9444917
G5040,2.10404E+14,110010096011023,11,1,9601,1,1023,1023,Block 1023,BK,S,,,,95164,U,38.9127021,-76.9484095,38.9127021,-76.9484095
G5040,2.10404E+14,110010096011024,11,1,9601,1,1024,1024,Block 1024,BK,S,,,19837,,U,38.9132696,-76.9473828,38.9132696,-76.9473828
G5040,2.10404E+14,110010096011025,11,1,9601,1,1025,1025,Block 1025,BK,S,70,24,18042,,U,38.9090679,-76.9411464,38.9090679,-76.9411464
G5040,2.10404E+14,110010096011026,11,1,9601,1,1026,1026,Block 1026,BK,S,19,9,28946,,U,38.9078497,-76.9414098,38.9078497,-76.9414098
G5040,2.10404E+14,110010096011027,11,1,9601,1,1027,1027,Block 1027,BK,S,52,15,15052,,U,38.9078741,-76.9396869,38.9078741,-76.9396869
G5040,2.10404E+14,110010096011028,11,1,9601,1,1028,1028,Block 1028,BK,S,14,8,10297,,U,38.906711,-76.9398006,38.906711,-76.9398006
G5040,2.10404E+14,110010096011029,11,1,9601,1,1029,1029,Block 1029,BK,S,42,18,12925,,U,38.9067937,-76.9410758,38.9067937,-76.9410758
G5040,2.10404E+14,110010096011030,11,1,9601,1,1030,1030,Block 1030,BK,S,40,15,11579,,U,38.9059974,-76.9410771,38.9059974,-76.9410771
G5040,2.10404E+14,110010096011031,11,1,9601,1,1031,1031,Block 1031,BK,S,33,15,11116,,U,38.9059978,-76.9426405,38.9059978,-76.9426405
G5040,2.10404E+14,110010096011032,11,1,9601,1,1032,1032,Block 1032,BK,S,94,36,24170,,U,38.9051677,-76.9420989,38.9051677,-76.9420989
G5040,2.10404E+14,110010096011033,11,1,9601,1,1033,1033,Block 1033,BK,S,16,8,17397,,U,38.9037336,-76.9429881,38.9030013,-76.9440074
G5040,2.10404E+14,110010096011034,11,1,9601,1,1034,1034,Block 1034,BK,S,,,423,,U,38.9058316,-76.9402022,38.9058316,-76.9402022
G5040,2.10404E+14,110010096011035,11,1,9601,1,1035,1035,Block 1035,BK,S,11,6,14212,,U,38.9041501,-76.9427407,38.9041501,-76.9427407
G5040,2.10404E+14,110010096011036,11,1,9601,1,1036,1036,Block 1036,BK,S,5,1,17192,,U,38.9070544,-76.9389042,38.9032737,-76.942779
G5040,2.10404E+14,110010096011037,11,1,9601,1,1037,1037,Block 1037,BK,S,34,21,100524,,U,38.9080001,-76.9364273,38.9080001,-76.9364273
G5040,2.10404E+14,110010096011038,11,1,9601,1,1038,1038,Block 1038,BK,S,65,37,20033,,U,38.9100314,-76.935058,38.9100314,-76.935058
G5040,2.10404E+14,110010096011039,11,1,9601,1,1039,1039,Block 1039,BK,S,47,16,18588,,U,38.9111684,-76.9338442,38.9111684,-76.9338442
G5040,2.10404E+14,110010096011040,11,1,9601,1,1040,1040,Block 1040,BK,S,5,4,9958,,U,38.909679,-76.9361947,38.909679,-76.9361947
G5040,2.10404E+14,110010096011041,11,1,9601,1,1041,1041,Block 1041,BK,S,,,1119,,U,38.9026677,-76.943466,38.9026677,-76.943466
G5040,2.10404E+14,110010096011042,11,1,9601,1,1042,1042,Block 1042,BK,S,,,9530,,U,38.9026109,-76.9427555,38.9026109,-76.9427555
G5040,2.10404E+14,110010096011043,11,1,9601,1,1043,1043,Block 1043,BK,S,,,38657,,U,38.9050662,-76.9394394,38.9050662,-76.9394394
G5040,2.10404E+14,110010096011044,11,1,9601,1,1044,1044,Block 1044,BK,S,,,1197,,U,38.9102876,-76.9321429,38.9102876,-76.9321429
G5040,2.10404E+14,110010096011045,11,1,9601,1,1045,1045,Block 1045,BK,S,,,4365,,U,38.902435,-76.9448771,38.902435,-76.9448771
G5040,2.10404E+14,110010096011046,11,1,9601,1,1046,1046,Block 1046,BK,S,,,4536,,U,38.9023017,-76.9444325,38.9023017,-76.9444325
G5040,2.10404E+14,110010096011047,11,1,9601,1,1047,1047,Block 1047,BK,S,,,2615,,U,38.9020814,-76.9441747,38.9020814,-76.9441747
G5040,2.10404E+14,110010096011048,11,1,9601,1,1048,1048,Block 1048,BK,S,,,814,,U,38.9019887,-76.9440529,38.9019887,-76.9440529
